"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Aruba","ABW","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.4636209813875","88.7044534412956","86.2509117432531","83.629654478363","84.6303501945525","70.6969877721444","69.3873343151694","68.6605922551253","70.0623121071331","67.767839444995","76.9828361742424","76.4469350825605","74.9107031087002","73.5810571821576","74.6427477576023","75.2454234972678","84.6826132994494","83.5456312753685","85.340364530002","84.6001401120897","72.9753016591252","70.4154652686763","71.2613730803975","72.9606355390582","72.1091373143016","64.927779818435","68.2514076704221","",
"Africa Eastern and Southern","AFE","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.6021878640549","19.2519928649132","20.5165978533533","20.8198127831567","24.1862044916744","25.9228143700533","26.4926735925148","26.1749181201489","27.1130128423871","25.584556209983","25.7897852684507","26.9342061188182","28.0684502064671","26.6149331377583","27.287632367552","28.3854686951741","29.6052878989987","31.8746995253873","36.1487830857262","31.5333282060786","29.7815989017964","31.7735009282058","32.7818709003861","33.7514725797577","32.5133878342763","30.2137026297708","27.2486780606596","26.2423493682605","28.6994667285047","27.0008211768277","23.8550027083161","25.8466263765091","28.7491917976351",
"Afghanistan","AFG","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","7.02479336623182","8.09716629841498","9.34959330590257","16.8639103340214","18.0555553858025","21.4128034842526","18.571428537415","14.2098270385479","15.2103564269331","14.9842272480072","11.9441077843955","16.1407951985264","18.1058497936081","14.7435907141683","14.8453612226592","14.2723007777117","14.8695654136106","14.8231754979077","13.8720537510231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Western and Central","AFW","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","22.5706313036256","23.5225253752246","20.5580372401197","20.3301587374333","21.1254710772903","22.0246651678345","20.4776734216423","22.5064083291589","22.6243888550978","22.3463575267617","19.0247088350004","21.9176175537701","20.8115736815982","23.1680313173892","23.7796766016635","29.6337781917673","29.9007298961627","29.6024792862944","30.2615335119833","27.2728099525189","27.2100649077245","16.1949921967547","14.0827263480603","13.4908237704836","13.950265888037","15.5313775884115","17.9268004248966","19.3595947256982","18.5330175620386","20.6685994020364","20.2012757714872","21.4086666631377","22.3177970488074","22.2015974386396","23.4902215990433","25.7435491571671","25.7758049550724","29.00849640824","28.5172276833972","24.1599403553914","23.640659653685","28.180921420118","25.3100186000088","28.2039743163338","21.9790199204592","21.7103463939677","21.2933750534452","25.6211441923964","23.869624060327","25.244181204415","25.8023522324059","28.0419689905936","22.8232841660118","21.7147273005995","20.719950967504","20.1026698694646","21.2466128266886","22.3700723495695","24.5081206616056","25.7730001268249","17.1394033432744","21.1510774192585","",
"Angola","AGO","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.8612782697202","74.946850958953","48.2165964065917","49.5798907399883","45.1995887314867","41.0646943598961","31.1572958281252","40.1542845215112","48.8896796542348","63.6888259118458","42.5805324079214","39.3125588161519","35.8599667074303","36.0648469678372","34.6378933219044","33.1339181383385","25.2456726203982","23.2527251600707","25.541723496358","17.0387830650203","17.3375421074144","16.6212000847014","",
"Albania","ALB","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","23.5366005935177","22.2899596239822","24.7376437022741","21.558592462639","20.075351594758","19.1144514025886","16.0311247475208","16.1296420781227","19.9184766016104","21.4727330022325","24.0318995737727","28.5857013386048","96.2858807479086","64.5395029570264","41.1188903879182","34.9697653759195","33.27511148197","35.2284289698301","36.6703685610943","34.1692673931568","43.3387875873655","45.1576132001299","47.5794520503068","46.1731745895907","44.8296265467915","47.85935562815","49.0574825118736","54.9542146887506","52.1493333802176","49.8541657924919","48.5639550032469","51.9770317939697","47.572712860263","46.9573987095321","47.19484413802","44.5336151883802","45.8319636476989","46.6244512220264","45.2362297135284","44.9749247621036","37.1719398177669","44.7088213484193","47.8418782928407",
"Andorra","AND","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3604560971474","34.1977069691279","32.9530583438422","32.4354237716554","33.4547152808815","31.6324953176463","29.9893405881604","31.0472905509793","31.9792951147446","32.5908219159003","35.8291517804234","35.7995766188259","35.3669268266906","39.6752168455115","40.438311456455","41.2356681874021","36.7110040831357","35.5960421986765","36.1438890562463","37.3645013595013","38.670609433766","41.2143185986252","38.3949290735731","39.2940760350409","37.3100781428368","38.1049921070104","36.2471478748798","","",
"United Arab Emirates","ARE","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.7053546013305","43.5683114306968","46.3769702756087","53.0548827099662","51.9675602523703","50.8428719062721","64.4140553654625","69.6456553241827","73.8086264961866","61.6350894338384","61.5893776215917","62.3355072418794","63.0928963679193","67.1057131201116","71.9130486276005","73.2399666737917","74.4610327833186","65.925796265564","70.7193961702784","70.6453007391305","","",
"Argentina","ARG","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","7.60404697912324","5.99494531619397","9.38368289056535","7.89045203275027","5.56371407476368","4.15058297228058","4.98968803354159","4.99706414666865","5.40371142251908","6.3987133165299","4.73587740491927","6.60795603425504","6.837877358188","5.70950079036544","6.28900906002225","5.97867249611964","5.92149632785012","7.32639415522164","5.71540643432211","6.32976917437938","6.48369977956918","7.37192799857345","6.52099302139343","5.83614942003836","4.75648611743286","6.27332704995287","6.32405524784407","7.57576406955165","6.21184563577101","6.57938879331971","4.63132240741775","6.07801081056698","8.13279311431564","9.31379991407563","10.6043971410814","10.0910128307854","11.0778716497076","12.7753287418177","12.934446011977","11.5555704475475","11.6360695451767","10.2732473690136","13.370127359396","14.7138051046861","16.8450266849578","17.3053942367662","17.4067852681036","18.2824203070644","18.341772996414","14.4961418494061","16.0371898581987","16.7569458546489","14.2886829096862","14.7167556136651","14.0013150558519","11.7805740385254","13.5667926798789","13.9693177780045","16.3258502050892","14.7057366680037","13.6089274859868","14.9452529001736","15.2982909529659",
